id,brand,model,color,registration_date,year,price_in_euro,power_kw,power_ps,transmission_type,fuel_type,fuel_consumption_l_100km,fuel_consumption_g_km,mileage_in_km,offer_description
83058,hyundai,Hyundai i30,silver,03/2022,2022,28360,85,116,Manual,Diesel,"4,5 l/100 km",118 g/km,7119.0,Kombi 1.6 CRDI Edition 30+ *LED PAKET*NAVI*CARPLAY
68604,ford,Ford EcoSport,beige,03/2019,2019,19900,92,125,Manual,Petrol,"5,3 l/100 km",119 g/km,22000.0,Titanium (CR6)
66063,ford,Ford Focus,black,12/2017,2017,14890,103,140,Manual,Petrol,5 l/100 km,114 g/km,99500.0,FOCUS TURNIER ST-LINE*NAVI*XENON*SHZ*CAM*PDC*
89668,kia,Kia Carens,silver,01/2018,2018,14800,104,141,Automatic,Diesel,"4,8 l/100 km",- (g/km),47463.0,1.7 CRDi 141 ISG Aut. Dream-Team Edition
97766,maserati,Maserati Levante,white,04/2022,2022,144777,427,581,Automatic,Petrol,"13,2 l/100 km",299 g/km,9856.0,"Trofeo *Sonderleasing € 1.799,-*"
64887,ford,Ford Transit Courier,white,08/2016,2016,9590,74,101,Manual,Petrol,"5,4 l/100 km",128 g/km,83260.0,Basis (C4A)
83578,hyundai,Hyundai TUCSON,red,03/2023,2023,42980,195,265,Automatic,Hybrid,"6,6 l/100 km",35 g/km,3000.0,PHEV Prime 1.6 T-Gdi 4WD Navi Klima BT LED
19164,audi,Audi Q5,black,09/2020,2020,41770,270,367,Automatic,Hybrid,,55 g/km,76100.0,55 2.0 TFSI e quattro S-tronic
84697,jaguar,Jaguar F-Pace,grey,01/2018,2018,24900,132,179,Automatic,Diesel,"5,3 l/100 km",139 g/km,109000.0,F-PACE 20d R-Sport AWD
77172,honda,Honda CR-V,black,03/2023,2023,38990,107,145,Automatic,Hybrid,"6,6 l/100 km",151 g/km,15.0,e:HEV 2.0 i-MMD Hybrid 2WD Sport Line (RW/RW)
90923,kia,Kia Picanto,grey,06/2020,2020,16790,62,84,Automatic,Petrol,"5,9 l/100 km",136 g/km,23740.0,1.2 GT Line LM*Leder
78484,hyundai,Hyundai i40,white,04/2015,2015,15390,99,135,Manual,Petrol,"6,4 l/100 km",152 g/km,46022.0,"FIFA World Cup Edition cw, Unfallfrei, Service neu"
64856,ford,Ford Edge,white,12/2016,2016,28790,154,209,Automatic,Diesel,"5,9 l/100 km",152 g/km,84000.0,"Sport 4x4 2.0 TDCi Bi-Turbo, Automatik Navi  AHK A"
23604,bmw,BMW 523,silver,06/1998,1998,5950,125,170,Automatic,Petrol,"9,7 l/100 km",230 g/km,179500.0,523i
33810,bmw,BMW 218,black,08/2015,2015,12500,110,150,Automatic,Diesel,"5,5 l/100 km",0 g/km,160000.0,218d Active Tourer Advantage Aut.
58131,ford,Ford Transit,grey,05/2005,2005,2800,63,86,Manual,Diesel,88 l/100 km,88 g/km,135500.0,Focus C-MAX 1.8 TDCi Ambiente
7492,audi,Audi A6,grey,04/2013,2013,26449,230,313,Automatic,Diesel,"6,4 l/100 km",170 g/km,146000.0,"Avant 3.0 ""S-LINE""| NIGHT-VISION| SOFT-CLOSE|"
77785,hyundai,Hyundai iX20,grey,09/2013,2013,9998,92,125,Automatic,Petrol,"6,5 l/100 km",154 g/km,93000.0,1.6 Style Automatik/Klimaautom/PDC/Bluetoo.
24477,bmw,BMW 525,black,01/2003,2003,1750,120,163,Automatic,Diesel,"8,2 l/100 km",219 g/km,378000.0,dA Touring/Leder/Klimaautomatik/GSD/DPF/PDC/SHZ
63253,ford,Ford Fiesta,white,06/2015,2015,7800,70,95,Manual,Diesel,"3,2 l/100 km",82 g/km,98000.0,Trend/NAVI/PDC/KLIMA/BC/BT/EFH/MFL/
49232,dacia,Dacia Logan,brown,03/2019,2019,11495,54,73,Manual,Petrol,,- (g/km),7823.0,MCV Essential SCe 75 ABS Fahrerairbag ESP
25455,bmw,BMW Z4 M,blue,03/2006,2006,39900,252,343,Manual,Petrol,"12,1 l/100 km",292 g/km,79282.0,Roadster*Original Zustand*Navi*Elekt.Sitze.
86496,jeep,Jeep Compass,black,06/2019,2019,23980,125,170,Automatic,Petrol,"6,9 l/100 km",160 g/km,58980.0,LIMITED 4x4 1.4 MultiAir PREMIUMPAKET
27167,bmw,BMW 120,silver,06/2008,2008,12890,125,170,Manual,Petrol,"6,9 l/100 km",159 g/km,105607.0,318i Touring
33878,bmw,BMW 218,black,02/2015,2015,14990,100,136,Manual,Petrol,"5,1 l/100 km",119 g/km,49000.0,218i Advantage
87821,kia,Kia Sorento,silver,09/2011,2011,9999,145,197,Automatic,Diesel,"7,4 l/100 km",194 g/km,270000.0,Spirit 4WD (XM)
77554,hyundai,Hyundai i30,grey,02/2012,2012,2900,66,90,Manual,Diesel,"4,4 l/100 km",115 g/km,358295.0,1.6 CRDi 66 kW blue drive
38763,bmw,BMW 530,blue,10/2019,2019,34470,195,265,Automatic,Diesel,"5,9 l/100 km",156 g/km,81000.0,Touring xDrive Sport Line*LiveCock*HuD*DriveAssist
47218,citroen,Citroen C5 Aircross,white,07/2022,2022,34915,96,131,Automatic,Petrol,"6,6 l/100 km",151 g/km,15000.0,1.2 PT 130 Shine Pack Neues Modell
57446,fiat,Fiat,white,01/2023,2023,41519,103,140,Manual,Diesel,,-/-,38.0,Ducato Maxi 35 140 Multijet L5H3
6085,audi,Audi A3,silver,04/2011,2011,13750,77,105,Automatic,Petrol,"5,5 l/100 km",- (g/km),55300.0,1.2 TFSI Sportback Ambiente
25840,bmw,BMW X3,black,09/2006,2006,4500,160,218,Manual,Diesel,"7,9 l/100 km",210 g/km,308380.0,3.0d
90560,kia,Kia Ceed / cee'd,white,09/2019,2019,14380,73,99,Manual,Petrol,"6,4 l/100 km",145 g/km,35300.0,Ceed 1.4 Edition 7 Limited
97258,maserati,Maserati GranTurismo,grey,07/2015,2015,75950,298,405,Automatic,Petrol,"14,3 l/100 km",330 g/km,80000.0,GRANTURISMO SPORT 4.2+V8+AUT+ROT+12MON.GARANTIE
47407,citroen,Citroen Spacetourer,grey,04/2023,2023,55990,132,179,Automatic,Diesel,"7,1 l/100 km",184 g/km,51.0,CARAVAN FEEL M 180 AHK-abnehmbar AHK Navi Apple Ca
9889,audi,Audi A4,brown,03/2015,2015,19900,140,190,Automatic,Diesel,"5,1 l/100 km",135 g/km,42000.0,S line Sportpaket / plus quattro Avant / S Tronic
75735,ford,Ford Fiesta,black,04/2023,2023,23390,92,125,Manual,Hybrid,5 l/100 km,114 g/km,59.0,"Titanium 1.0l MHEV LED,ACC,Sitzheiz,"
85901,jeep,Jeep Cherokee,blue,08/2006,2006,14590,120,163,Manual,Diesel,"9,3 l/100 km",246 g/km,115500.0,2.8 CRD Style | ALLRAD | KLIMA
12681,audi,Audi A5,white,04/2016,2016,29850,160,218,Automatic,Diesel,"6,5 l/100 km",0 g/km,87600.0,3.0 TDI QUATTRO S-LiNE PLuS *NAVi*XENON*LEDER
8168,audi,Audi A5,white,11/2013,2013,16000,180,245,Automatic,Diesel,"5,7 l/100 km",- (g/km),247000.0,3.0 TDI Sportback quattro DPF S tronic
54328,fiat,Fiat 500C,red,09/2018,2018,13350,51,69,Manual,Petrol,"4,9 l/100 km",- (g/km),12389.0,500 C 1.2 8V Lounge
84378,isuzu,Isuzu D-Max,grey,08/2021,2021,39989,120,163,Manual,Diesel,"8,4 l/100 km",220 g/km,22900.0,"Double Cab 4WD V-Cross,AHK,VOLL-LED,ACC,CAR-PLAY,"
11808,audi,Audi A4,grey,05/2016,2016,19900,140,190,Automatic,Diesel,"4,2 l/100 km",- (g/km),105000.0,A4 Avant 2.0 TDI S tronic
60836,ford,Ford Kuga,white,02/2012,2012,11550,120,163,Manual,Diesel,6 l/100 km,- (g/km),215253.0,Kuga 2.0 TDCi 4x4 Titanium
34552,bmw,BMW 520,grey,05/2016,2016,21900,140,190,Automatic,Diesel,"4,3 l/100 km",114 g/km,77500.0,520d Aut. Luxury Line
59553,ford,Ford Transit,white,08/2009,2009,8900,63,86,Manual,Diesel,"7,4 l/100 km",- (g/km),76000.0,300 K TDCi
39765,bmw,BMW X1,silver,05/2019,2019,22700,140,190,Automatic,Diesel,"4,7 l/100 km",123 g/km,99950.0,xDrive 20 d Advantage Navi*LED*LM*Tempo*PDC*S
63978,ford,Ford Focus,grey,05/2016,2016,10500,136,185,Automatic,Diesel,,- (g/km),194500.0,Turnier ST 2.0 TDC
87876,kia,Kia Rio,black,03/2012,2012,6800,63,86,Manual,Petrol,"5,1 l/100 km",120 g/km,82700.0,1.2l SPORT / KLIMA / ALU / ALLWETTER / PDC /
88568,kia,Kia Picanto,black,06/2016,2016,7780,62,84,Manual,Petrol,"4,7 l/100 km",- (g/km),138500.0,Dream Team +Navi + Kamera+Klima+Sitzheiz
94056,land-rover,Land Rover Freelander,black,08/2011,2011,12000,110,150,Automatic,Diesel,7 l/100 km,185 g/km,162000.0,TD4 Aut. HSE
36008,bmw,BMW 118,blue,11/2017,2017,19500,100,136,Manual,Petrol,"5,3 l/100 km",123 g/km,53000.0,530i Aut. Luxury Line
20114,audi,Audi e-tron GT,black,11/2021,2021,88846,350,476,Automatic,Electric,,0 g/km,33750.0,"LM21,Pano,Navi,Matrix,HUD,Leder,B&O"
84999,jaguar,Jaguar XJ,black,11/2019,2019,41480,221,300,Automatic,Diesel,7 l/100 km,184 g/km,28500.0,"Luxury 3.0 V6 Diesel +Navi/20""/RFK/DAB"
50326,dacia,Dacia Sandero,white,11/2022,2022,18985,74,101,Manual,LPG,"5,8 l/100 km",131 g/km,15.0,III Stepway Comfort 1.0 TCe 100 LPG LED Scheinwerf
40063,bmw,BMW 330,white,06/2019,2019,34999,190,258,Automatic,Petrol,"5,8 l/100 km",132 g/km,47000.0,i Lim. Advantage Aut. LED~NAVI~HIFI~SHZ~PDC~
51110,daewoo,Daewoo Kalos,red,06/2005,2005,1700,69,94,Manual,Petrol,7 l/100 km,171 g/km,160000.0,1.4 SX
94744,land-rover,Land Rover Range Rover Velar,grey,09/2018,2018,39930,184,250,Automatic,Petrol,"7,6 l/100 km",173 g/km,38713.0,P250 R-Dynamic/LED/CAM/Keyless
93043,kia,Kia XCeed,silver,06/2023,2023,27990,118,160,Automatic,Petrol,"6,2 l/100 km",141 g/km,15.0,XCEED 1.5 T-GDI DCT7 VISION MJ23 NAVI KOMFORT
67668,ford,Ford Focus,black,08/2018,2018,9990,88,120,Manual,Diesel,"3,8 l/100 km",98 g/km,135000.0,"1.Hand/NAVI/SHZ/PDC 88 kW (120 PS), Schalt. 6-G..."
70697,ford,Ford S-Max,white,02/2019,2019,18790,177,241,Automatic,Diesel,"5,9 l/100 km",154 g/km,189535.0,2.0 EB Aut. ST-Line MEMO+KAME+DAB+ACC+AHK+
40953,bmw,BMW X1,silver,06/2020,2020,34440,140,190,Automatic,Diesel,"4,5 l/100 km",117 g/km,11668.0,sDrive20d Advantage RfK.Tempo.Parkass.Navi.SH
33555,bmw,BMW 220,black,04/2015,2015,17000,135,184,Manual,Petrol,"6,8 l/100 km",159 g/km,101400.0,220i Cabrio M Sport
56758,fiat,Fiat Tipo,blue,01/2023,2023,26990,96,131,Automatic,Petrol,"4,6 l/100 km",116 g/km,3000.0,1.5 Mild Hybrid City Life Apple CarPlay
22901,bentley,Bentley Continental GT,silver,06/2005,2005,35990,411,559,Automatic,Petrol,"17,1 l/100 km",410 g/km,105990.0,6.0 W12|LEDER|MASSAGE|Keyless-Go|
52333,ferrari,Ferrari 488,red,10/2019,2019,249980,493,670,Automatic,Petrol,,- (g/km),13000.0,GermanCar CARBON RacingSeat LIFT Cam LED
17669,audi,Audi SQ8,black,12/2019,2019,86799,320,435,Automatic,Diesel,"7,8 l/100 km",204 g/km,38762.0,4.0 TDI quattro Allradlenkung AHK Assitenz-P
15834,audi,Audi A6 allroad,black,09/2018,2018,21900,140,190,Automatic,Diesel,,0 g/km,109000.0,"quattro 3,0 TDi S tronic DPF"
89075,kia,Kia Sportage,black,03/2017,2017,22973,130,177,Automatic,Petrol,"7,5 l/100 km",175 g/km,65272.0,GT Line Allrad AHK Pano Navi Leder Kamera
52135,ferrari,Ferrari 458,black,05/2010,2010,159990,420,571,Automatic,Petrol,,0 g/km,68900.0,Klima Leder Fenster el.
81718,hyundai,Hyundai i20,red,10/2020,2020,15980,62,84,Manual,Petrol,"5,3 l/100 km",121 g/km,27160.0,Pure 1.2 EU6d Fernlichtass. RDC Alarm Temp E
4579,audi,Audi A6,silver,06/2009,2009,9500,125,170,Automatic,Petrol,"7,8 l/100 km",- (g/km),145000.0,Avant 2.0 TFSI multitronic
70950,ford,Ford Focus,blue,11/2020,2020,24990,134,182,Automatic,Petrol,"5,5 l/100 km",125 g/km,31868.0,Turnier 1.5 EcoBoost Start-Stopp-System Aut.
19433,audi,Audi A4,silver,07/2020,2020,24615,110,150,Automatic,Petrol,6 l/100 km,137 g/km,16589.0,Avant 35 TFSI 2.0 Alu Navi FSE LED ACC PDC
65014,ford,Ford F 150,blue,12/2017,2017,39990,295,401,Automatic,Petrol,,- (g/km),56300.0,5.0L 4x4 V8 Eu-Navi*Kam*PDC*5 Sitze*LPG
18074,audi,Audi A4,silver,02/2019,2019,27960,140,190,Automatic,Petrol,"7,1 l/100 km",161 g/km,47999.0,40TFSI S-Trc S-line Pano DAB Virtua
70895,ford,Ford Fiesta,blue,02/2020,2020,15880,92,125,Manual,Petrol,"5,3 l/100 km",121 g/km,49952.0,1.0i  ActiveX LED Navi B&O ACC RfKWinter
60832,ford,Ford Transit,white,06/2012,2012,8950,74,101,Manual,Diesel,"7,5 l/100 km",199 g/km,147751.0,Kasten FT 280 M City Light AHK
91125,kia,Kia Stonic,black,08/2020,2020,12919,74,101,Manual,Petrol,5 l/100 km,115 g/km,93154.0,1.0 T-GDI Vision PDC ALU LENKRAD HEIZBAR
59252,ford,Ford Focus,grey,06/2009,2009,6999,100,136,Manual,Diesel,"5,5 l/100 km",144 g/km,183000.0,2.0 TDCi DPF Titanium
88520,kia,Kia Sportage,red,01/2016,2016,21990,136,185,Automatic,Diesel,"6,3 l/100 km",166 g/km,63679.0,2.0 CRDi GT-Line AWD AT Navi SHZ PGD RFK
42252,bmw,BMW M850,grey,08/2022,2022,94900,390,530,Automatic,Petrol,- (l/100 km),0 g/km,8500.0,xDr.CabrioFaceliftDriveProf.20ZollSitzlüf.
52356,ferrari,Ferrari 488,black,07/2019,2019,286900,493,670,Automatic,Petrol,,- (g/km),18000.0,LED Lenkrad* Keramik * Lift* KAMERA
50347,dacia,Dacia Duster,orange,04/2022,2022,19490,74,101,Manual,LPG,"5,5 l/100 km",116 g/km,22050.0,Prestige LPG 101 Nav Kam AHK LM WKR
56837,fiat,Fiat 500,blue,02/2023,2023,16450,51,69,Manual,Petrol,"4,6 l/100 km",104 g/km,20.0,Hatchback
10304,audi,Audi TT,grey,06/2015,2015,25440,169,230,Automatic,Petrol,"6,5 l/100 km",- (g/km),106000.0,Roadster 2.0 TFSI S tronic Navi Xenon SHZ
70115,ford,Ford Ranger,silver,10/2019,2019,37850,147,200,Automatic,Diesel,,0 g/km,41600.0,"Ranger 3.2 4X4 Autom. Wildtrak, Navi, ACC, AHK"
6567,audi,Audi A1,red,11/2012,2012,9490,63,86,Manual,Petrol,"5,1 l/100 km",121 g/km,128000.0,Attraction - SHZ - Navi - Garantie
70936,ford,Ford Mustang,blue,05/2020,2020,44980,331,450,Manual,Petrol,"12,2 l/100 km",278 g/km,16089.0,GT 5.0 V8 450PS
60123,ford,Ford Focus,black,07/2011,2011,9800,77,105,Manual,Petrol,,0 g/km,93600.0,"Turnier 1.6 Ti-VCT Klima ,FS beheizt, PDC"
39381,bmw,BMW 320,black,09/2019,2019,35790,140,190,Automatic,Diesel,"4,2 l/100 km",110 g/km,65161.0,d Limousine M Sport AHK StopGo HUD Durchlade
9477,audi,Audi A4,white,10/2014,2014,12500,110,150,Manual,Diesel,"4,7 l/100 km",124 g/km,193887.0,2.0 TDI 110kW  Avant Attraction
32195,bmw,BMW 325,grey,07/2014,2014,15800,160,218,Manual,Diesel,"4,9 l/100 km",130 g/km,217600.0,d Gran Turismo (F34)
39499,bmw,BMW 320,black,10/2019,2019,28970,140,190,Manual,Diesel,"4,4 l/100 km",116 g/km,25550.0,d Lim. Sport Line Navi Tempomat SHZ PDC LED
37126,bmw,BMW X5,white,09/2017,2017,44990,190,258,Automatic,Diesel,"6,9 l/100 km",183 g/km,100814.0,xDrive30d M-Sportp./AHK/Standheiz./Alarm
86818,jeep,Jeep Compass,orange,10/2020,2020,31980,125,170,Automatic,Diesel,"6,6 l/100 km",175 g/km,11900.0,Trailhawk 4WD 2.0 Mjt. Diesel 170PS *AHK*
59386,ford,Ford Fiesta,black,05/2009,2009,4999,71,97,Manual,Petrol,"5,7 l/100 km",135 g/km,124000.0,"1,4 Titanium*SPORT*KLIMA*LEDER*TÜV-AU-NEU"
6793,audi,Audi R8,black,03/2012,2012,104900,412,560,Automatic,Petrol,,0 g/km,73000.0,GT Spyder 1/333 R8-Sportsitze B&O KD unffr. uvm
6813,audi,Audi A4,black,11/2012,2012,14999,105,143,Automatic,Diesel,6 l/100 km,159 g/km,137316.0,2.0 TDI S-line Bi-Xenon Anhängerkupplung Navi
54336,fiat,Fiat 500,red,01/2018,2018,11990,51,69,Manual,Petrol,"4,9 l/100 km",115 g/km,28408.0,Lounge Klimaautomatik-Einparkhilfe hinten
27128,bmw,BMW 750,silver,11/2008,2008,10000,300,408,Automatic,Petrol,"11,4 l/100 km",- (g/km),245000.0,750i
37782,bmw,BMW 520,grey,05/2018,2018,32000,140,190,Automatic,Diesel,"4,4 l/100 km",115 g/km,99000.0,520d Aut. M Paket
3715,audi,Audi TT,grey,04/2008,2008,16906,147,200,Manual,Petrol,"7,7 l/100 km",183 g/km,85900.0,2.0 TFSI Roadster S line°Xenon plus°Leder°MMI
59327,ford,Ford Galaxy,black,06/2009,2009,5199,103,140,Manual,Diesel,6 l/100 km,159 g/km,236413.0,2.0 TDCi 103kW DPF Titanium 7 Sitze
49181,dacia,Dacia Duster,blue,03/2019,2019,18490,84,114,Manual,Petrol,"6,9 l/100 km",158 g/km,44900.0,"II 1.6 4WD Prestige*Allrad,DAB,Navi,AHZV,Sitzhzg"
42332,bmw,BMW 420,green,05/2022,2022,56080,140,190,Automatic,Diesel,"5,1 l/100 km",133 g/km,1800.0,d xDrive Gran Coupè M Sport DA Prof. PA+ H/K
3311,audi,Audi Q7,grey,11/2007,2007,9750,176,239,Automatic,Diesel,"9,1 l/100 km",- (g/km),288200.0,quattro 3.0 TDI tiptronic DPF
99853,mazda,Mazda 3,red,02/2019,2019,20000,88,120,Manual,Petrol,"5,1 l/100 km",119 g/km,25733.0,"SKYACTIV-G 120 PS Sports-Line  BOSE-Sound, Lenkrad"
24054,bmw,BMW 320,silver,11/2001,2001,2950,110,150,Manual,Diesel,"5,5 l/100 km",148 g/km,246000.0,d Lim.
64833,ford,Ford Transit Connect,white,12/2016,2016,15499,74,101,Manual,Diesel,"4,8 l/100 km",124 g/km,88799.0,Kombi  Tüv Neu/Garantie
34168,bmw,BMW Z4,white,05/2015,2015,33500,225,306,Manual,Petrol,"9,4 l/100 km",223 g/km,86447.0,Roadster sDrive 35i M-Sportpaket*PDC*Sitzheiz
48882,dacia,Dacia Duster,black,07/2018,2018,15555,92,125,Manual,Petrol,"6,2 l/100 km",138 g/km,75000.0,Prestige TCe 125 *S-Heft*AHK*8xbereift*
51034,dacia,Dacia Sandero,orange,03/2023,2023,18890,67,91,Manual,Petrol,"5,5 l/100 km",113 g/km,250.0,Stepway Comfort TCE 90
58729,ford,Ford Focus,silver,08/2007,2007,3000,74,101,Manual,Petrol,"6,7 l/100 km",- (g/km),176000.0,Focus Turnier 1.6 16V Ambiente
94217,land-rover,Land Rover Range Rover Evoque,black,12/2015,2015,23699,110,150,Automatic,Diesel,"5,1 l/100 km",134 g/km,103000.0,SE Dynamic *Euro6*
9584,audi,Audi A6,white,06/2014,2014,27990,230,313,Automatic,Diesel,"6,4 l/100 km",0 g/km,115000.0,Avant 3.0 TDI quattro Xenon Navi Luftfahrwerk P
34226,bmw,BMW X1,white,12/2015,2015,20990,110,150,Manual,Diesel,5 l/100 km,0 g/km,69789.0,xDrive 18d Klimaaut. Navi Sitzheizung PDC
84592,jaguar,Jaguar XE,black,01/2017,2017,13085,120,163,Automatic,Diesel,"4,1 l/100 km",106 g/km,195678.0,Prestige Automatik*Kamera*Bi-Xenon*Leder*AHK
12551,audi,Audi A4,white,12/2016,2016,19799,185,252,Automatic,Petrol,"5,9 l/100 km",137 g/km,178000.0,S LINE KLIMA*TEMPO*NAVI*START/STOP*SHZ
28475,bmw,BMW 550,black,02/2010,2010,13900,270,367,Automatic,Petrol,"10,9 l/100 km",260 g/km,107000.0,i Edition Sport BBS / Erst 107000Tkm
27749,bmw,BMW 520,black,12/2009,2009,8300,120,163,Automatic,Diesel,"5,8 l/100 km",154 g/km,193000.0,d Touring Aut. Special Edition
92208,kia,Kia Sportage,silver,07/2022,2022,39980,132,179,Automatic,Petrol,6 l/100 km,137 g/km,50.0,1.6 T PHEV GT-Line 4WD LED|Navi|4xSHZ|RFK|Sitzbel
20405,audi,Audi SQ5,white,02/2021,2021,67900,260,354,Automatic,Petrol,,- (g/km),44600.0,ACC*LED*PANORAMA*BANG&OLUFSEN*LANEASSIST
66190,ford,Ford B-Max,silver,07/2017,2017,9450,74,101,Manual,Petrol,"4,9 l/100 km",- (g/km),77000.0,Trend
25074,bmw,BMW 523,blue,06/2005,2005,3450,130,177,Automatic,LPG,"9,5 l/100 km",230 g/km,269000.0,i Baureihe 5 Touring/Motor läuft unruhig/LPG
85205,jaguar,Jaguar F-Pace,white,02/2019,2019,35630,132,179,Automatic,Diesel,"5,7 l/100 km",151 g/km,44421.0,20d R-Sport AWD NAVI PANO KEYLESS
72985,ford,Ford Puma,red,05/2021,2021,25400,114,155,Manual,Petrol,,- (g/km),23730.0,Mild Hyb. EU6d ST- Line X+Panoramadach+Rückfahrkam
27916,bmw,BMW 530,silver,07/2009,2009,6250,173,235,Automatic,Diesel,"7,2 l/100 km",- (g/km),262000.0,530d xDrive Touring Aut. Edition Lifestyle
54063,fiat,Fiat 500X,black,03/2017,2017,12490,70,95,Manual,Diesel,"4,1 l/100 km",107 g/km,170000.0,1.3 MultiJet Lounge *NAVI*PDC*KLIMA*
98225,mazda,Mazda 5,grey,12/2014,2014,7980,85,116,Manual,Diesel,"5,2 l/100 km",138 g/km,158500.0,Sendo 1.6 Eu 5*Klimaaut.*SZH*TEMP*SR+WR*TÜV*
88024,kia,Kia Sportage,white,04/2013,2013,15490,120,163,Automatic,Petrol,8 l/100 km,190 g/km,156000.0,2.0 AUTOMATIK LEDER NAVI BI XENON AHK
10537,audi,Audi A3,black,01/2015,2015,32490,110,150,Manual,Petrol,"4,7 l/100 km",111 g/km,153732.0,Sportback Ambition
21744,audi,Audi Q3,orange,12/2022,2022,52490,180,245,Automatic,Petrol,2 l/100 km,47 g/km,2.0,Sportback S-Line 45 TFSI e 245PS S-Tronic Inter...
47775,dacia,Dacia Sandero,grey,05/2010,2010,6900,64,87,Manual,Petrol,"7,6 l/100 km",- (g/km),156000.0,Sandero 1.6 MPI Stepway
7327,audi,Audi Q3,blue,10/2013,2013,15999,103,140,Automatic,Diesel,"5,7 l/100 km",149 g/km,154300.0,2.0 TDI quattro
26471,bmw,BMW 320,silver,12/2007,2007,11299,125,170,Automatic,Petrol,"6,9 l/100 km",159 g/km,100000.0,i Coupe #Aut.# *Klimaaut*Sitzhzg*Xenon*PDC*
34279,bmw,BMW X3,white,03/2015,2015,25950,168,228,Automatic,Diesel,"4,9 l/100 km",129 g/km,95000.0,xDrive20d|XEN|Allrad|Autom.|AHK|X-Line|LED|LM
41607,bmw,BMW,red,12/2021,2021,28850,100,136,Manual,Petrol,"5,5 l/100 km",127 g/km,8514.0,218i Gran Coupe M Sport 19' M Sitze Lenkradheizu
10075,audi,Audi A6,grey,12/2015,2015,24290,160,218,Automatic,Diesel,"5,3 l/100 km",138 g/km,84000.0,"Avant 3.0 TDI quattro, Mod.2016 AHK schwenkb."
99939,mazda,Mazda CX-3,red,08/2019,2019,19990,89,121,Automatic,Petrol,"6,1 l/100 km",140 g/km,48299.0,"SKYACTIV-G 121 FWD AT Sports, Navi"
321,alfa-romeo,Alfa Romeo Spider,silver,08/2009,2009,16990,147,200,Manual,Diesel,"6,8 l/100 km",180 g/km,73000.0,2.4 JTD 20V Exclusive
55973,fiat,Fiat 500,white,12/2021,2021,14750,51,69,Manual,Petrol,"4,1 l/100 km",93 g/km,16800.0,Cult 1.0 HYBRID
38977,bmw,BMW M5,grey,07/2019,2019,63900,441,600,Automatic,Petrol,,- (g/km),39971.0,xDrive*///M-Performance*LED*360°KAMERA*H&K*
51498,dodge,Dodge RAM,grey,07/2019,2019,55500,295,401,Automatic,Petrol,"14,8 l/100 km",325 g/km,41865.0,2019 DODGE RAM+SHZ+KAMERA+PANO+AHK+LPG+ABDECKUNG
78092,hyundai,Hyundai iX35,black,07/2014,2014,14500,85,116,Manual,Diesel,"5,3 l/100 km",140 g/km,127258.0,FIFA World Cup Edition 2WD
37731,bmw,BMW 520,grey,02/2018,2018,31850,140,190,Automatic,Diesel,"4,5 l/100 km",118 g/km,60192.0,d Limousine
58873,ford,Ford C-Max,blue,11/2008,2008,3599,100,136,Manual,Diesel,"5,7 l/100 km",149 g/km,246900.0,"2.0 TDCi DPF Titanium ""XENON+NAVI+PANO+SHZ+PDC"""
90180,kia,Kia Stonic,grey,09/2019,2019,18979,88,120,Manual,Petrol,"5,5 l/100 km",124 g/km,28900.0,1.0 T-GDI Platinum Edition NAVI KAMERA LEDER KLIMA
90657,kia,Kia,white,12/2019,2019,28990,150,204,Automatic,Petrol,"6,2 l/100 km",142 g/km,11110.0,NAVI*LED*PARKL*KAMERA*BEH.FRONT*TEMP*HECKKL.EL*...
42298,bmw,BMW 520,grey,08/2022,2022,43880,135,184,Automatic,Petrol,"5,7 l/100 km",131 g/km,19000.0,i Touring (G31) Mild Hybrid/Navi/ verf. 08/23
86992,jeep,Jeep Wrangler,grey,01/2022,2022,68190,199,271,Automatic,Petrol,12 l/100 km,271 g/km,20716.0,JL UNLIMITED RUBICON 2.0 T-GDI AHK NAV LEDER WINTE
58483,ford,Ford Fiesta,silver,08/2006,2006,2700,51,69,Manual,Petrol,"6,2 l/100 km",147 g/km,85534.0,1.3
13796,audi,Audi RS5,black,07/2017,2017,60790,331,450,Automatic,Petrol,"8,7 l/100 km",197 g/km,79000.0,Coupe 2.9 TFSI quattro/B&O/KAMERA/HEAD-UP
98216,mazda,Mazda 6,blue,02/2014,2014,9398,129,175,Manual,Diesel,"4,6 l/100 km",- (g/km),183000.0,2.2 Kombi SKYACTIV-D Sports-Line
2800,audi,Audi A3,silver,10/2005,2005,3950,75,102,Automatic,Petrol,"8,1 l/100 km",194 g/km,135300.0,1.6 Ambiente *Automatik*1.Hand*8 Räder*
78682,hyundai,Hyundai i10,grey,06/2016,2016,8990,64,87,Manual,Petrol,"4,9 l/100 km",116 g/km,49846.0,1.2 Passion *Sondermodell*8-Fach*1.Hand*
43433,chevrolet,Chevrolet Camaro,grey,07/2018,2018,59922,485,659,Manual,Petrol,"11,1 l/100 km",252 g/km,8043.0,6.2 V8 echte ZL1*HD-Display*Schalter*Bose
63045,ford,Ford S-Max,black,02/2015,2015,11000,103,140,Automatic,Diesel,5 l/100 km,129 g/km,148677.0,2.0 TDCi Aut. Trend
47300,citroen,Citroen C3,beige,06/2022,2022,16950,61,83,Manual,Petrol,"5,5 l/100 km",123 g/km,7989.0,"III 1,2 PT C-Series ALU DAB KA LED PDC TOUCH"
